,NumberOfCells,Priors,Fitness,Stressor,Parameter,Algorithm,Replicate,Depth,TripletsCorrect
344,400,no_priors,no_fit,char,40,SNJ,29,7,0.995
345,400,no_priors,no_fit,char,40,SNJ,29,8,0.813
346,400,no_priors,no_fit,char,40,SNJ,29,9,0.753
347,400,no_priors,no_fit,char,40,SNJ,29,10,0.818
348,400,no_priors,no_fit,char,40,SNJ,29,11,0.553
349,400,no_priors,no_fit,char,40,SNJ,30,0,0.648
350,400,no_priors,no_fit,char,40,SNJ,30,1,0.998
351,400,no_priors,no_fit,char,40,SNJ,30,2,1.0
352,400,no_priors,no_fit,char,40,SNJ,30,3,0.998
353,400,no_priors,no_fit,char,40,SNJ,30,4,0.832
354,400,no_priors,no_fit,char,40,SNJ,30,5,0.961
355,400,no_priors,no_fit,char,40,SNJ,30,6,0.955
356,400,no_priors,no_fit,char,40,SNJ,30,7,0.64
357,400,no_priors,no_fit,char,40,SNJ,30,8,0.951
358,400,no_priors,no_fit,char,40,SNJ,30,9,0.817
359,400,no_priors,no_fit,char,40,SNJ,30,10,0.725
360,400,no_priors,no_fit,char,40,SNJ,30,11,0.662
361,400,no_priors,no_fit,char,40,SNJ,30,12,0.844
362,400,no_priors,no_fit,char,40,SNJ,30,13,0.827
363,400,no_priors,no_fit,char,40,SNJ,30,14,0.64
364,400,no_priors,no_fit,char,40,SNJ,31,0,1.0
365,400,no_priors,no_fit,char,40,SNJ,31,1,0.677
366,400,no_priors,no_fit,char,40,SNJ,31,2,0.942
367,400,no_priors,no_fit,char,40,SNJ,31,3,0.593
368,400,no_priors,no_fit,char,40,SNJ,31,4,0.663
369,400,no_priors,no_fit,char,40,SNJ,31,5,0.931
370,400,no_priors,no_fit,char,40,SNJ,31,6,0.899
371,400,no_priors,no_fit,char,40,SNJ,31,7,0.912
372,400,no_priors,no_fit,char,40,SNJ,31,8,0.692
373,400,no_priors,no_fit,char,40,SNJ,31,9,0.978
374,400,no_priors,no_fit,char,40,SNJ,31,10,0.781
375,400,no_priors,no_fit,char,40,SNJ,31,11,0.662
376,400,no_priors,no_fit,char,40,SNJ,31,12,0.516
377,400,no_priors,no_fit,char,40,SNJ,32,0,1.0
378,400,no_priors,no_fit,char,40,SNJ,32,1,1.0
379,400,no_priors,no_fit,char,40,SNJ,32,2,0.631
380,400,no_priors,no_fit,char,40,SNJ,32,3,0.728
381,400,no_priors,no_fit,char,40,SNJ,32,4,0.652
382,400,no_priors,no_fit,char,40,SNJ,32,5,0.747
383,400,no_priors,no_fit,char,40,SNJ,32,6,0.901
384,400,no_priors,no_fit,char,40,SNJ,32,7,0.745
385,400,no_priors,no_fit,char,40,SNJ,32,8,0.627
386,400,no_priors,no_fit,char,40,SNJ,32,9,0.739
387,400,no_priors,no_fit,char,40,SNJ,33,0,1.0
388,400,no_priors,no_fit,char,40,SNJ,33,1,1.0
