,NumberOfCells,Priors,Fitness,Stressor,Parameter,Algorithm,Replicate,Depth,TripletsCorrect
342,400,no_priors,no_fit,char,40,SNJ,27,7,0.862
343,400,no_priors,no_fit,char,40,SNJ,27,8,0.6
344,400,no_priors,no_fit,char,40,SNJ,27,9,0.492
345,400,no_priors,no_fit,char,40,SNJ,27,10,0.431
346,400,no_priors,no_fit,char,40,SNJ,27,11,0.465
347,400,no_priors,no_fit,char,40,SNJ,28,0,0.544
348,400,no_priors,no_fit,char,40,SNJ,28,1,0.507
349,400,no_priors,no_fit,char,40,SNJ,28,2,0.842
350,400,no_priors,no_fit,char,40,SNJ,28,3,0.557
351,400,no_priors,no_fit,char,40,SNJ,28,4,0.407
352,400,no_priors,no_fit,char,40,SNJ,28,5,0.428
353,400,no_priors,no_fit,char,40,SNJ,28,6,0.584
354,400,no_priors,no_fit,char,40,SNJ,28,7,0.792
355,400,no_priors,no_fit,char,40,SNJ,28,8,0.539
356,400,no_priors,no_fit,char,40,SNJ,28,9,0.603
357,400,no_priors,no_fit,char,40,SNJ,28,10,0.573
358,400,no_priors,no_fit,char,40,SNJ,28,11,0.847
359,400,no_priors,no_fit,char,40,SNJ,29,0,0.44
360,400,no_priors,no_fit,char,40,SNJ,29,1,0.273
361,400,no_priors,no_fit,char,40,SNJ,29,2,0.319
362,400,no_priors,no_fit,char,40,SNJ,29,3,0.393
363,400,no_priors,no_fit,char,40,SNJ,29,4,0.556
364,400,no_priors,no_fit,char,40,SNJ,29,5,0.627
365,400,no_priors,no_fit,char,40,SNJ,29,6,0.402
366,400,no_priors,no_fit,char,40,SNJ,29,7,0.338
367,400,no_priors,no_fit,char,40,SNJ,29,8,0.739
368,400,no_priors,no_fit,char,40,SNJ,29,9,0.428
369,400,no_priors,no_fit,char,40,SNJ,29,10,0.491
370,400,no_priors,no_fit,char,40,SNJ,29,11,0.608
371,400,no_priors,no_fit,char,40,SNJ,29,12,0.752
372,400,no_priors,no_fit,char,40,SNJ,29,13,0.406
373,400,no_priors,no_fit,char,40,SNJ,30,0,0.316
374,400,no_priors,no_fit,char,40,SNJ,30,1,0.31
375,400,no_priors,no_fit,char,40,SNJ,30,2,0.37
376,400,no_priors,no_fit,char,40,SNJ,30,3,0.463
377,400,no_priors,no_fit,char,40,SNJ,30,4,0.737
378,400,no_priors,no_fit,char,40,SNJ,30,5,0.939
379,400,no_priors,no_fit,char,40,SNJ,30,6,0.48
380,400,no_priors,no_fit,char,40,SNJ,30,7,0.523
381,400,no_priors,no_fit,char,40,SNJ,30,8,0.458
382,400,no_priors,no_fit,char,40,SNJ,30,9,0.501
383,400,no_priors,no_fit,char,40,SNJ,30,10,0.647
384,400,no_priors,no_fit,char,40,SNJ,30,11,0.633
385,400,no_priors,no_fit,char,40,SNJ,30,12,0.698
386,400,no_priors,no_fit,char,40,SNJ,30,13,0.731
387,400,no_priors,no_fit,char,40,SNJ,31,0,0.765
388,400,no_priors,no_fit,char,40,SNJ,31,1,0.298
389,400,no_priors,no_fit,char,40,SNJ,31,2,0.463
390,400,no_priors,no_fit,char,40,SNJ,31,3,0.78
391,400,no_priors,no_fit,char,40,SNJ,31,4,0.59
392,400,no_priors,no_fit,char,40,SNJ,31,5,0.618
393,400,no_priors,no_fit,char,40,SNJ,31,6,0.805
394,400,no_priors,no_fit,char,40,SNJ,31,7,0.341
395,400,no_priors,no_fit,char,40,SNJ,31,8,0.266
396,400,no_priors,no_fit,char,40,SNJ,31,9,0.415
397,400,no_priors,no_fit,char,40,SNJ,31,10,0.394
398,400,no_priors,no_fit,char,40,SNJ,31,11,0.542
399,400,no_priors,no_fit,char,40,SNJ,31,12,0.5
400,400,no_priors,no_fit,char,40,SNJ,31,13,0.689
401,400,no_priors,no_fit,char,40,SNJ,32,0,0.205
402,400,no_priors,no_fit,char,40,SNJ,32,1,0.207
403,400,no_priors,no_fit,char,40,SNJ,32,2,0.255
404,400,no_priors,no_fit,char,40,SNJ,32,3,0.301
405,400,no_priors,no_fit,char,40,SNJ,32,4,0.507
406,400,no_priors,no_fit,char,40,SNJ,32,5,0.64
407,400,no_priors,no_fit,char,40,SNJ,32,6,0.508
408,400,no_priors,no_fit,char,40,SNJ,32,7,0.567
409,400,no_priors,no_fit,char,40,SNJ,32,8,0.665
410,400,no_priors,no_fit,char,40,SNJ,32,9,0.861
411,400,no_priors,no_fit,char,40,SNJ,32,10,0.544
412,400,no_priors,no_fit,char,40,SNJ,32,11,0.899
413,400,no_priors,no_fit,char,40,SNJ,32,12,0.695
414,400,no_priors,no_fit,char,40,SNJ,33,0,0.943
415,400,no_priors,no_fit,char,40,SNJ,33,1,0.851
416,400,no_priors,no_fit,char,40,SNJ,33,2,0.444
417,400,no_priors,no_fit,char,40,SNJ,33,3,0.461
418,400,no_priors,no_fit,char,40,SNJ,33,4,0.558
419,400,no_priors,no_fit,char,40,SNJ,33,5,0.734
420,400,no_priors,no_fit,char,40,SNJ,33,6,0.508
421,400,no_priors,no_fit,char,40,SNJ,33,7,0.497
422,400,no_priors,no_fit,char,40,SNJ,33,8,0.577
423,400,no_priors,no_fit,char,40,SNJ,33,9,0.477
424,400,no_priors,no_fit,char,40,SNJ,33,10,0.631
425,400,no_priors,no_fit,char,40,SNJ,33,11,0.588
426,400,no_priors,no_fit,char,40,SNJ,33,12,0.64
427,400,no_priors,no_fit,char,40,SNJ,34,0,0.127
428,400,no_priors,no_fit,char,40,SNJ,34,1,0.173
429,400,no_priors,no_fit,char,40,SNJ,34,2,0.247
430,400,no_priors,no_fit,char,40,SNJ,34,3,0.396
431,400,no_priors,no_fit,char,40,SNJ,34,4,0.77
432,400,no_priors,no_fit,char,40,SNJ,34,5,0.476
433,400,no_priors,no_fit,char,40,SNJ,34,6,0.471
434,400,no_priors,no_fit,char,40,SNJ,34,7,0.549
435,400,no_priors,no_fit,char,40,SNJ,34,8,0.677
436,400,no_priors,no_fit,char,40,SNJ,34,9,0.652
437,400,no_priors,no_fit,char,40,SNJ,34,10,0.506
438,400,no_priors,no_fit,char,40,SNJ,34,11,0.77
439,400,no_priors,no_fit,char,40,SNJ,34,12,0.62
440,400,no_priors,no_fit,char,40,SNJ,35,0,0.681
441,400,no_priors,no_fit,char,40,SNJ,35,1,0.803
442,400,no_priors,no_fit,char,40,SNJ,35,2,0.859
