,NumberOfCells,Priors,Fitness,Stressor,Parameter,Algorithm,Replicate,Depth,TripletsCorrect
345,400,no_priors,no_fit,char,40,SNJ,27,10,0.417
346,400,no_priors,no_fit,char,40,SNJ,27,11,0.414
347,400,no_priors,no_fit,char,40,SNJ,28,0,0.18
348,400,no_priors,no_fit,char,40,SNJ,28,1,0.439
349,400,no_priors,no_fit,char,40,SNJ,28,2,0.346
350,400,no_priors,no_fit,char,40,SNJ,28,3,0.309
351,400,no_priors,no_fit,char,40,SNJ,28,4,0.315
352,400,no_priors,no_fit,char,40,SNJ,28,5,0.345
353,400,no_priors,no_fit,char,40,SNJ,28,6,0.507
354,400,no_priors,no_fit,char,40,SNJ,28,7,0.516
355,400,no_priors,no_fit,char,40,SNJ,28,8,0.564
356,400,no_priors,no_fit,char,40,SNJ,28,9,0.297
357,400,no_priors,no_fit,char,40,SNJ,28,10,0.449
358,400,no_priors,no_fit,char,40,SNJ,28,11,0.646
359,400,no_priors,no_fit,char,40,SNJ,29,0,0.725
360,400,no_priors,no_fit,char,40,SNJ,29,1,0.459
361,400,no_priors,no_fit,char,40,SNJ,29,2,0.695
362,400,no_priors,no_fit,char,40,SNJ,29,3,0.49
363,400,no_priors,no_fit,char,40,SNJ,29,4,0.41
364,400,no_priors,no_fit,char,40,SNJ,29,5,0.472
365,400,no_priors,no_fit,char,40,SNJ,29,6,0.283
366,400,no_priors,no_fit,char,40,SNJ,29,7,0.303
367,400,no_priors,no_fit,char,40,SNJ,29,8,0.29
368,400,no_priors,no_fit,char,40,SNJ,29,9,0.35
369,400,no_priors,no_fit,char,40,SNJ,29,10,0.317
370,400,no_priors,no_fit,char,40,SNJ,29,11,0.746
371,400,no_priors,no_fit,char,40,SNJ,29,12,0.327
372,400,no_priors,no_fit,char,40,SNJ,29,13,0.374
373,400,no_priors,no_fit,char,40,SNJ,30,0,0.153
374,400,no_priors,no_fit,char,40,SNJ,30,1,0.183
375,400,no_priors,no_fit,char,40,SNJ,30,2,0.424
376,400,no_priors,no_fit,char,40,SNJ,30,3,0.271
377,400,no_priors,no_fit,char,40,SNJ,30,4,0.405
378,400,no_priors,no_fit,char,40,SNJ,30,5,0.516
379,400,no_priors,no_fit,char,40,SNJ,30,6,0.358
380,400,no_priors,no_fit,char,40,SNJ,30,7,0.304
381,400,no_priors,no_fit,char,40,SNJ,30,8,0.292
382,400,no_priors,no_fit,char,40,SNJ,30,9,0.338
383,400,no_priors,no_fit,char,40,SNJ,30,10,0.37
384,400,no_priors,no_fit,char,40,SNJ,30,11,0.418
385,400,no_priors,no_fit,char,40,SNJ,30,12,0.339
386,400,no_priors,no_fit,char,40,SNJ,30,13,0.221
387,400,no_priors,no_fit,char,40,SNJ,31,0,0.365
388,400,no_priors,no_fit,char,40,SNJ,31,1,0.314
389,400,no_priors,no_fit,char,40,SNJ,31,2,0.295
390,400,no_priors,no_fit,char,40,SNJ,31,3,0.387
391,400,no_priors,no_fit,char,40,SNJ,31,4,0.661
392,400,no_priors,no_fit,char,40,SNJ,31,5,0.683
393,400,no_priors,no_fit,char,40,SNJ,31,6,0.494
394,400,no_priors,no_fit,char,40,SNJ,31,7,0.325
395,400,no_priors,no_fit,char,40,SNJ,31,8,0.507
396,400,no_priors,no_fit,char,40,SNJ,31,9,0.42
397,400,no_priors,no_fit,char,40,SNJ,31,10,0.516
398,400,no_priors,no_fit,char,40,SNJ,31,11,0.641
399,400,no_priors,no_fit,char,40,SNJ,31,12,0.467
400,400,no_priors,no_fit,char,40,SNJ,31,13,0.589
401,400,no_priors,no_fit,char,40,SNJ,32,0,0.325
402,400,no_priors,no_fit,char,40,SNJ,32,1,0.259
403,400,no_priors,no_fit,char,40,SNJ,32,2,0.321
404,400,no_priors,no_fit,char,40,SNJ,32,3,0.445
405,400,no_priors,no_fit,char,40,SNJ,32,4,0.738
406,400,no_priors,no_fit,char,40,SNJ,32,5,0.544
407,400,no_priors,no_fit,char,40,SNJ,32,6,0.467
408,400,no_priors,no_fit,char,40,SNJ,32,7,0.359
409,400,no_priors,no_fit,char,40,SNJ,32,8,0.654
410,400,no_priors,no_fit,char,40,SNJ,32,9,0.362
411,400,no_priors,no_fit,char,40,SNJ,32,10,0.25
412,400,no_priors,no_fit,char,40,SNJ,32,11,0.293
413,400,no_priors,no_fit,char,40,SNJ,32,12,0.189
414,400,no_priors,no_fit,char,40,SNJ,33,0,0.52
415,400,no_priors,no_fit,char,40,SNJ,33,1,0.869
416,400,no_priors,no_fit,char,40,SNJ,33,2,0.428
417,400,no_priors,no_fit,char,40,SNJ,33,3,0.303
418,400,no_priors,no_fit,char,40,SNJ,33,4,0.639
419,400,no_priors,no_fit,char,40,SNJ,33,5,0.488
420,400,no_priors,no_fit,char,40,SNJ,33,6,0.401
421,400,no_priors,no_fit,char,40,SNJ,33,7,0.4
422,400,no_priors,no_fit,char,40,SNJ,33,8,0.442
423,400,no_priors,no_fit,char,40,SNJ,33,9,0.449
424,400,no_priors,no_fit,char,40,SNJ,33,10,0.598
425,400,no_priors,no_fit,char,40,SNJ,33,11,0.462
426,400,no_priors,no_fit,char,40,SNJ,33,12,0.484
427,400,no_priors,no_fit,char,40,SNJ,34,0,0.903
428,400,no_priors,no_fit,char,40,SNJ,34,1,0.31
429,400,no_priors,no_fit,char,40,SNJ,34,2,0.483
430,400,no_priors,no_fit,char,40,SNJ,34,3,0.497
431,400,no_priors,no_fit,char,40,SNJ,34,4,0.666
432,400,no_priors,no_fit,char,40,SNJ,34,5,0.503
433,400,no_priors,no_fit,char,40,SNJ,34,6,0.393
434,400,no_priors,no_fit,char,40,SNJ,34,7,0.614
435,400,no_priors,no_fit,char,40,SNJ,34,8,0.503
436,400,no_priors,no_fit,char,40,SNJ,34,9,0.478
437,400,no_priors,no_fit,char,40,SNJ,34,10,0.582
438,400,no_priors,no_fit,char,40,SNJ,34,11,0.606
439,400,no_priors,no_fit,char,40,SNJ,34,12,0.387
440,400,no_priors,no_fit,char,40,SNJ,35,0,0.693
441,400,no_priors,no_fit,char,40,SNJ,35,1,0.752
442,400,no_priors,no_fit,char,40,SNJ,35,2,0.302
